"","Time_sen","Group_sen","Group_Time_sen","Time_spe","Group_spe","Group_Time_spe"
"1",1,1,0,0.882142857142857,0.910714285714286,0.993103448275862
"2",1,1,0,0.846428571428571,0.932142857142857,0.989655172413793
"3",1,1,0,0.871428571428571,0.964285714285714,0.989655172413793
"4",1,1,0,0.914285714285714,0.957142857142857,0.986206896551724
"5",1,1,0,0.907142857142857,0.971428571428571,1
"6",1,1,0.1,0.892857142857143,0.910714285714286,0.989655172413793
"7",1,1,0,0.9,0.95,1
"8",1,1,0,0.882142857142857,0.925,1
"9",1,1,0,0.864285714285714,0.928571428571429,0.996551724137931
"10",1,1,0,0.853571428571429,0.95,0.975862068965517
"11",1,1,0,0.882142857142857,0.939285714285714,1
"12",1,1,0,0.914285714285714,0.957142857142857,1
"13",1,1,0,0.946428571428571,0.978571428571429,0.996551724137931
"14",1,1,0,0.921428571428571,0.953571428571429,0.996551724137931
"15",1,1,0.1,0.889285714285714,0.95,0.986206896551724
"16",1,1,0,0.896428571428571,0.971428571428571,0.982758620689655
"17",1,1,0,0.907142857142857,0.935714285714286,1
"18",1,1,0,0.860714285714286,0.960714285714286,0.996551724137931
"19",1,1,0,0.910714285714286,0.925,0.982758620689655
"20",1,1,0,0.882142857142857,0.942857142857143,0.996551724137931
"21",1,1,0,0.871428571428571,0.946428571428571,1
"22",1,1,0,0.857142857142857,0.878571428571429,0.989655172413793
"23",1,1,0,0.914285714285714,0.957142857142857,0.989655172413793
"24",1,1,0,0.885714285714286,0.914285714285714,1
"25",1,1,0,0.907142857142857,0.935714285714286,0.993103448275862
"26",1,1,0,0.917857142857143,0.953571428571429,0.996551724137931
"27",1,1,0,0.860714285714286,0.914285714285714,1
"28",1,1,0,0.925,0.928571428571429,1
"29",1,1,0,0.857142857142857,0.960714285714286,1
"30",1,1,0,0.860714285714286,0.957142857142857,0.989655172413793
"31",1,1,0,0.867857142857143,0.982142857142857,0.996551724137931
"32",1,1,0,0.9,0.960714285714286,0.996551724137931
"33",1,1,0,0.860714285714286,0.942857142857143,1
"34",1,1,0,0.864285714285714,0.914285714285714,0.996551724137931
"35",1,1,0,0.885714285714286,0.935714285714286,1
"36",1,1,0.1,0.932142857142857,0.942857142857143,0.996551724137931
"37",1,1,0,0.835714285714286,0.942857142857143,0.996551724137931
"38",1,1,0,0.885714285714286,0.967857142857143,1
"39",1,1,0,0.882142857142857,0.914285714285714,0.996551724137931
"40",1,1,0,0.882142857142857,0.946428571428571,1
"41",1,1,0,0.882142857142857,0.957142857142857,0.996551724137931
"42",1,1,0,0.864285714285714,0.9,0.996551724137931
"43",1,1,0,0.882142857142857,0.95,0.996551724137931
"44",1,1,0.2,0.903571428571429,0.957142857142857,0.993103448275862
"45",1,1,0,0.878571428571429,0.978571428571429,1
"46",1,1,0,0.896428571428571,0.907142857142857,1
"47",1,1,0,0.9,0.935714285714286,1
"48",1,1,0.1,0.892857142857143,0.910714285714286,1
"49",1,1,0.1,0.892857142857143,0.928571428571429,0.982758620689655
"50",1,1,0,0.842857142857143,0.946428571428571,0.996551724137931
